##########
# Исследование № 000002
# 2025-11-05 13:01:17
##########
0000000001;-77.25;11.15;61.00;-77.3;11.1;61.0;0
0000000002;-77.35;11.15;61.00;-0.1;0.0;0.0;0
0000000003;-77.35;11.20;60.95;0.0;0.1;-0.0;0
0000000004;-77.30;11.25;61.05;0.0;0.1;0.1;0
0000000005;-77.40;11.30;61.10;-0.1;0.1;0.0;0
0000000006;-77.40;11.30;61.00;0.0;0.0;-0.1;0
0000000007;-77.45;11.25;61.10;-0.0;-0.1;0.1;0
0000000008;-77.35;11.25;61.10;0.1;0.0;0.0;0
0000000009;-77.25;11.30;61.00;0.1;0.1;-0.1;0
0000000010;-77.25;11.20;60.90;0.0;-0.1;-0.1;0
0000000011;-77.20;11.10;60.85;0.1;-0.1;-0.1;0
0000000012;-77.20;11.15;60.90;0.0;0.0;0.1;0
0000000013;-77.15;11.10;60.80;0.0;-0.0;-0.1;0
0000000014;-77.15;11.20;60.80;0.0;0.1;0.0;0
0000000015;-77.05;11.15;60.75;0.1;-0.1;-0.0;0
0000000016;-77.15;11.25;60.75;-0.1;0.1;0.0;0
0000000017;-77.25;11.30;60.65;-0.1;0.1;-0.1;0
0000000018;-77.35;11.20;60.65;-0.1;-0.1;0.0;0
0000000019;-77.35;11.10;60.60;0.0;-0.1;-0.1;0
0000000020;-77.35;11.15;60.50;0.0;0.0;-0.1;0
0000000021;-77.40;11.05;60.50;-0.1;-0.1;0.0;0
0000000022;-77.35;10.95;60.40;0.1;-0.1;-0.1;0
0000000023;-77.30;10.85;60.45;0.0;-0.1;0.0;0
0000000024;-77.40;10.90;60.35;-0.1;0.0;-0.1;0
0000000025;-77.45;10.80;60.40;-0.0;-0.1;0.1;0
0000000026;-77.55;10.70;60.30;-0.1;-0.1;-0.1;0
0000000027;-77.55;10.65;60.25;0.0;-0.1;-0.0;0
0000000028;-77.50;10.65;60.20;0.1;0.0;-0.0;0
0000000029;-77.60;10.65;60.20;-0.1;0.0;0.0;0
0000000030;-77.50;10.55;60.20;0.1;-0.1;0.0;0
0000000031;-77.40;10.50;60.25;0.1;-0.1;0.0;0
0000000032;-77.35;10.60;60.20;0.1;0.1;-0.0;0
0000000033;-77.40;10.65;60.25;-0.1;0.0;0.0;0
0000000034;-77.30;10.75;60.20;0.1;0.1;-0.0;0
0000000035;-77.25;10.80;60.20;0.1;0.1;0.0;0
0000000036;-77.20;10.75;60.25;0.1;-0.1;0.0;0
0000000037;-77.25;10.75;60.20;-0.1;0.0;-0.0;0
0000000038;-77.15;10.70;60.15;0.1;-0.1;-0.0;0
0000000039;-77.25;10.75;60.25;-0.1;0.1;0.1;0
0000000040;-77.15;10.75;60.20;0.1;0.0;-0.0;0
0000000041;-77.20;10.65;60.10;-0.0;-0.1;-0.1;0
0000000042;-77.20;10.65;60.15;0.0;0.0;0.1;1
0000000043;-77.20;10.65;60.25;0.0;0.0;0.1;1
0000000044;-77.20;10.55;60.25;0.0;-0.1;0.0;1
0000000045;-77.15;10.55;60.25;0.0;0.0;0.0;1
0000000046;-77.10;10.50;60.15;0.1;-0.1;-0.1;1
0000000047;-77.00;10.50;60.25;0.1;0.0;0.1;1
0000000048;-76.90;10.50;60.25;0.1;0.0;0.0;1
0000000049;-76.85;10.45;60.15;0.1;-0.1;-0.1;1
0000000050;-76.95;10.55;60.20;-0.1;0.1;0.0;1
0000000051;-76.90;10.55;60.10;0.0;0.0;-0.1;1
0000000052;-77.00;10.50;60.05;-0.1;-0.1;-0.0;1
0000000053;-77.00;10.55;60.10;0.0;0.1;0.0;1
0000000054;-77.05;10.45;60.05;-0.1;-0.1;-0.0;1
0000000055;-76.95;10.50;60.10;0.1;0.1;0.0;1
0000000056;-77.00;10.60;60.10;-0.1;0.1;0.0;1
0000000057;-77.00;10.70;60.05;0.0;0.1;-0.0;1
0000000058;-77.00;10.60;60.15;0.0;-0.1;0.1;1
0000000059;-77.05;10.55;60.15;-0.1;-0.1;0.0;1
0000000060;-77.15;10.50;60.10;-0.1;-0.1;-0.1;1
0000000061;-77.20;10.40;60.00;-0.0;-0.1;-0.1;1
0000000062;-77.15;10.45;60.00;0.0;0.1;0.0;1
0000000063;-77.20;10.55;59.95;-0.0;0.1;-0.0;1
0000000064;-77.30;10.55;59.95;-0.1;0.0;0.0;1
0000000065;-77.35;10.55;60.05;-0.0;0.0;0.1;1
0000000066;-77.25;10.45;59.95;0.1;-0.1;-0.1;1
0000000067;-77.35;10.45;59.95;-0.1;0.0;0.0;1
0000000068;-77.35;10.50;59.95;0.0;0.1;0.0;1
0000000069;-77.25;10.55;59.95;0.1;0.1;0.0;1
0000000070;-77.30;10.55;59.95;-0.1;0.0;0.0;1
0000000071;-77.35;10.55;59.85;-0.0;0.0;-0.1;1
0000000072;-77.30;10.65;59.75;0.0;0.1;-0.1;1
0000000073;-77.35;10.55;59.70;-0.0;-0.1;-0.0;1
0000000074;-77.45;10.50;59.75;-0.1;-0.1;0.0;1
0000000075;-77.50;10.45;59.80;-0.1;-0.1;0.0;1
0000000076;-77.50;10.45;59.70;0.0;0.0;-0.1;1
0000000077;-77.45;10.35;59.80;0.1;-0.1;0.1;1
0000000078;-77.45;10.35;59.90;0.0;0.0;0.1;1
0000000079;-77.55;10.30;60.00;-0.1;-0.1;0.1;1
0000000080;-77.60;10.35;59.95;-0.0;0.1;-0.0;1
0000000081;-77.55;10.45;59.85;0.0;0.1;-0.1;1
0000000082;-77.60;10.40;59.85;-0.0;-0.1;0.0;1
0000000083;-77.70;10.45;59.80;-0.1;0.1;-0.0;1
0000000084;-77.70;10.45;59.85;0.0;0.0;0.0;1
0000000085;-77.65;10.40;59.85;0.0;-0.1;0.0;1
0000000086;-77.60;10.45;59.85;0.1;0.1;0.0;1
0000000087;-77.70;10.50;59.80;-0.1;0.1;-0.0;1
0000000088;-77.70;10.50;59.70;0.0;0.0;-0.1;1
0000000089;-77.80;10.55;59.65;-0.1;0.1;-0.0;1
0000000090;-77.70;10.65;59.65;0.1;0.1;0.0;1
0000000091;-77.80;10.60;59.75;-0.1;-0.0;0.1;1
0000000092;-77.75;10.65;59.85;0.1;0.0;0.1;1
0000000093;-77.75;10.60;59.80;0.0;-0.0;-0.0;1
0000000094;-77.85;10.70;59.70;-0.1;0.1;-0.1;1
0000000095;-77.80;10.65;59.65;0.0;-0.1;-0.0;1
0000000096;-77.85;10.55;59.70;-0.0;-0.1;0.0;1
0000000097;-77.75;10.65;59.70;0.1;0.1;0.0;1
0000000098;-77.75;10.60;59.65;0.0;-0.0;-0.0;1
0000000099;-77.85;10.70;59.55;-0.1;0.1;-0.1;1
0000000100;-77.75;10.80;59.60;0.1;0.1;0.0;1
0000000101;-77.70;10.70;59.65;0.1;-0.1;0.1;1
0000000102;-77.75;10.80;59.55;-0.1;0.1;-0.1;1
0000000103;-77.70;10.70;59.55;0.1;-0.1;0.0;1
0000000104;-77.70;10.75;59.45;0.0;0.1;-0.1;1
0000000105;-77.65;10.85;59.55;0.0;0.1;0.1;1
0000000106;-77.65;10.80;59.60;0.0;-0.1;0.0;1
0000000107;-77.60;10.90;59.50;0.1;0.1;-0.1;1
0000000108;-77.70;10.95;59.50;-0.1;0.1;0.0;1
0000000109;-77.80;11.05;59.40;-0.1;0.1;-0.1;1
0000000110;-77.90;11.10;59.40;-0.1;0.1;0.0;1
0000000111;-77.95;11.10;59.50;-0.0;0.0;0.1;1
0000000112;-77.85;11.05;59.55;0.1;-0.1;0.0;1
0000000113;-77.85;11.05;59.45;0.0;0.0;-0.1;1
0000000114;-77.95;11.10;59.40;-0.1;0.1;-0.0;1
0000000115;-77.95;11.05;59.30;0.0;-0.1;-0.1;1
0000000116;-78.00;10.95;59.25;-0.1;-0.1;-0.0;1
0000000117;-78.00;10.95;59.20;0.0;0.0;-0.0;1
0000000118;-77.90;10.85;59.15;0.1;-0.1;-0.0;1
0000000119;-77.95;10.75;59.15;-0.0;-0.1;0.0;1
0000000120;-77.95;10.75;59.05;0.0;0.0;-0.1;1
0000000121;-78.05;10.85;59.10;-0.1;0.1;0.0;1
0000000122;-78.00;10.85;59.10;0.1;0.0;0.0;1
0000000123;-77.90;10.90;59.10;0.1;0.0;0.0;1
0000000124;-77.95;10.85;59.05;-0.0;-0.0;-0.0;1
0000000125;-77.90;10.80;59.00;0.0;-0.1;-0.0;1
0000000126;-77.95;10.80;59.05;-0.0;0.0;0.0;1
0000000127;-77.90;10.90;58.95;0.0;0.1;-0.1;1
0000000128;-77.90;10.80;59.00;0.0;-0.1;0.0;1
0000000129;-78.00;10.90;59.10;-0.1;0.1;0.1;1
0000000130;-77.95;11.00;59.15;0.1;0.1;0.1;1
0000000131;-78.05;10.95;59.25;-0.1;-0.1;0.1;1
0000000132;-78.15;11.00;59.30;-0.1;0.1;0.0;1
0000000133;-78.25;10.90;59.40;-0.1;-0.1;0.1;1
0000000134;-78.20;10.95;59.30;0.1;0.1;-0.1;1
0000000135;-78.25;11.00;59.30;-0.1;0.1;0.0;1
